company,company_loc,ref,bean_origin,broad_bean_origin,bean_typ,review_dt,cocoa_pcnt,rating
CacaosuyoTheobromaInversiones,Peru,1173,Piura,Peru,Unknown,2013,0.7,3.25
CacaoyereEcuatoriana,Ecuador,237,Amazonia,Ecuador,ForasteroArriba,2008,0.63,3.5
CacaoyereEcuatoriana,Ecuador,237,Esmeraldas,Ecuador,ForasteroArriba,2008,0.71,3.5
CacaoyereEcuatoriana,Ecuador,245,Bolivar,Ecuador,ForasteroArriba,2008,0.82,2.5
CacaoyereEcuatoriana,Ecuador,259,Pichincha,Ecuador,ForasteroArriba,2008,0.91,1.5
Callebaut,Belgium,296,Grenade,Grenada,Trinitario,2008,0.6,2.75
Callebaut,Belgium,141,Baking,Ecuador,Unknown,2007,0.7,1
CAmaro,Italy,1442,Cuba,Cuba,Unknown,2014,0.75,2.5
CAmaro,Italy,1442,DominicanRepublic,DominicanRepublic,Unknown,2014,0.72,3
CAmaro,Italy,1442,LagodiComoBlu,,Blend,2014,0.7,3.5
CAmaro,Italy,1185,Ecuador,Ecuador,Unknown,2013,1,3.5
CAmaro,Italy,809,Venezuela,Venezuela,Unknown,2012,0.8,3
CAmaro,Italy,749,SaoTome,SaoTome,Forastero,2011,0.78,2.25
CAmaro,Italy,765,Trinidad,Trinidad,Trinitario,2011,0.7,2.5
Cao,USA,1804,Porcelana,Venezuela,Criollo,2016,0.75,2.5
Cao,USA,1804,Tanzania,Tanzania,Unknown,2016,0.73,2.75
Cao,USA,1804,PorcelanaBatch5163,Venezuela,Criollo,2016,0.7,3
Cao,USA,1808,Bolivia,Bolivia,Unknown,2016,0.75,3
Cao,USA,1808,Brazil,Brazil,Trinitario,2016,0.7,3.25
CaoniTulicorp,Ecuador,237,Esmeraldas,Ecuador,ForasteroArriba,2008,0.77,2
CaoniTulicorp,Ecuador,237,Manabi,Ecuador,ForasteroArriba,2008,0.77,2.5
CaoniTulicorp,Ecuador,245,LosRios,Ecuador,ForasteroArriba,2008,0.77,2.75
CaoniTulicorp,Ecuador,266,Manabi,Ecuador,ForasteroArriba,2008,0.55,3
CaoniTulicorp,Ecuador,269,LosRios,Ecuador,ForasteroArriba,2008,0.55,3.25
CaoniTulicorp,Ecuador,269,Esmeraldas,Ecuador,ForasteroArriba,2008,0.55,3.5
CaptainPembleton,NewZealand,1263,SaidorEstateMadangP,PapuaNewGuinea,Trinitario,2014,0.7,3.5
CaptainPembleton,NewZealand,1263,KuliliEstate,PapuaNewGuinea,Unknown,2014,0.7,3.75
Caribeans,CostaRica,1582,AntiguaSpecialReserve,Guatemala,Unknown,2015,0.72,3.5
Caribeans,CostaRica,1586,TalamancaRaulKekoldocommunity,CostaRica,Unknown,2015,0.72,3.25
Caribeans,CostaRica,1586,AnselmoParaisoEstate,CostaRica,Unknown,2015,0.72,3.5
Caribeans,CostaRica,841,CostaRica,CostaRica,Forastero,2012,0.72,3
Caribeans,CostaRica,845,CostaRica,CostaRica,Forastero,2012,0.8,2.75
CarlottaChocolat,Colombia,1884,Arauca,Colombia,Trinitario,2016,0.65,3
CarlottaChocolat,Colombia,1888,Tumaco,Colombia,Trinitario,2016,0.65,3.25
CarlottaChocolat,Colombia,1888,Cordoba,Colombia,Trinitario,2016,0.65,3.25
CarlottaChocolat,Colombia,1888,Huila,Colombia,Trinitario,2016,0.65,3.5
CarlottaChocolat,Colombia,1888,Cesar,Colombia,CCN51,2016,0.65,3.5
Castronovo,USA,1724,MayaMtnBatch454Heirloom,Belize,Trinitario,2016,0.72,4
Castronovo,USA,1570,thelostcitygraciasadiasbatch362,Honduras,Trinitario,2015,0.72,3.5
Castronovo,USA,1570,DuarteBatch360,DomincanRepublic,CriolloTrinitario,2015,0.7,3.75
Castronovo,USA,1574,PiaroaAmazonasBatch350,Venezuela,Unknown,2015,0.72,3.5
Castronovo,USA,1347,SierraNevada,Colombia,CriolloTrinitario,2014,0.72,3.5
Castronovo,USA,1371,Arauca,Colombia,CriolloTrinitario,2014,0.76,3.5
Castronovo,USA,1407,ElvesiaP,DominicanRepublic,Trinitario,2014,0.7,2.75
Castronovo,USA,1101,Bolivia,Bolivia,Trinitario,2013,0.7,3
Castronovo,USA,1101,Conacado,DominicanRepublic,Trinitario,2013,0.73,3.5
Castronovo,USA,1105,SanMartin,Peru,Criollo,2013,0.7,2.5
Castronovo,USA,1105,GuaniamoAmazonas,Venezuela,Unknown,2013,0.7,3.25
Castronovo,USA,1109,Nicaragua,Nicaragua,Trinitario,2013,0.72,3.25
Castronovo,USA,1153,Tumbes,Peru,Criollo,2013,0.7,2.75
Castronovo,USA,1153,Guaniamo,Venezuela,Unknown,2013,0.72,3
Cello,USA,1247,Ecuador,Ecuador,Unknown,2014,0.7,2.5
Cello,USA,1247,Peru,Peru,Unknown,2014,0.7,2.75
Cello,USA,1251,Venezuela,Venezuela,Unknown,2014,0.7,2.75
Cello,USA,1251,Bolivia,Bolivia,Unknown,2014,0.7,3
Cemoi,France,404,Equateur,Ecuador,Unknown,2009,0.72,2.75
ChaleurB,Canada,1426,Uganda,Uganda,Forastero,2014,0.7,2.75
CharmSchool,USA,1900,MayaMtn,Belize,Unknown,2016,0.7,3.25
ChchukululuTulicorp,Ecuador,486,Arriba,Ecuador,ForasteroArriba,2010,0.55,2.75
ChchukululuTulicorp,Ecuador,252,LosRios,Ecuador,ForasteroArriba,2008,0.75,3
Chequessett,USA,1235,laAmistad,CostaRica,Unknown,2014,0.7,3.5
ChloeChocolat,France,672,BlendNo1,,Unknown,2011,0.7,3.5
Chocablog,UK,1454,Ecuador,Ecuador,Unknown,2015,0.7,3.25
ChocoDelSol,Germany,1407,MayaMountainwnibs,Belize,Trinitario,2014,0.75,3
ChocoDelSol,Germany,1407,MayaMountain,Belize,Trinitario,2014,0.82,3.25
ChocoDong,SouthKorea,1696,MekongDeltaearly2014Harvest,Vietnam,Trinitario,2015,0.7,2.75
ChocoDong,SouthKorea,1696,TawauOct2015Harvest,Malaysia,Trinitario,2015,0.7,3.5
Chocolarder,UK,1482,Peru,Peru,Criollo,2015,0.65,2.5
Chocolarder,UK,1482,Peru+nibs,Peru,Criollo,2015,0.65,2.75
Chocolarder,UK,1514,DominicanRepublic,DominicanRepublic,Unknown,2015,0.8,2.5
Chocolate,USA,647,Madagascar,Madagascar,Trinitario,2011,0.7,3.75
Chocolate,USA,647,Venezuela,Venezuela,Unknown,2011,0.68,3.75
ChocolateAlchemistPhilly,USA,1772,TumbesZarumilla,Peru,Unknown,2016,0.9,2.5
ChocolateAlchemistPhilly,USA,1772,PhillyBlend5plantations,,Unknown,2016,0.8,2.5
ChocolateConAmor,USA,1760,WildBolivian,Bolivia,Unknown,2016,0.7,2.5
ChocolateConAmor,USA,1760,Uganda,Uganda,Unknown,2016,0.7,2.75
ChocolateConAmor,USA,1764,DominicanRepublic,DominicanRepublic,Unknown,2016,0.6,3
ChocolateConAmor,USA,1764,DominicanRepublic,DominicanRepublic,Unknown,2016,0.75,3
ChocolateConAmor,USA,1764,Ocumare,Venezuela,CriolloOcumare,2016,0.8,3
ChocolateConAmor,USA,1764,Ecuador,Ecuador,Unknown,2016,0.7,3.25
ChocolateConAmor,USA,1768,Nicaragua,Nicaragua,Unknown,2016,0.8,2.75
ChocolateConspiracy,USA,1259,Peru,Peru,Unknown,2014,0.74,2.75
ChocolateMakers,Amsterdam,1530,TresHombres,DominicanRepublic,Trinitario,2015,0.75,3.25
ChocolateMakers,Amsterdam,1530,CongoGorillabar,Congo,Forastero,2015,0.68,3.5
ChocolateMakers,Amsterdam,1530,PeruAwagumbar,Peru,Criollo,2015,0.8,3.75
ChocolateTreeThe,Scotland,1582,Maranon,Peru,ForasteroNacional,2015,0.69,3.75
ChocolateTreeThe,Scotland,1582,CareneroSuperior,Venezuela,Trinitario,2015,0.8,3.75
ChocolateTreeThe,Scotland,1121,Peru,Peru,ForasteroNacional,2013,0.7,3.75
ChocolateTreeThe,Scotland,919,Ecuador,Ecuador,ForasteroArriba,2012,0.82,2.5
ChocolateTreeThe,Scotland,919,Peru,Peru,Criollo,2012,0.68,2.75
ChocolateTreeThe,Scotland,919,Madagascar,Madagascar,Criollo,2012,0.72,3.25
ChocolatsPrivilege,Canada,1219,Xoconusco,Mexico,Criollo,2014,0.7,2.5
ChocoReko,Japan,1454,Patanemo,Venezuela,Criollo,2015,0.77,3
Chocosol,Canada,682,ChiapasLacandonJungleOaxacomMtn,Mexico,Unknown,2011,0.65,3.25
Chocovic,Spain,478,Xoconusco,Mexico,Criollo,2010,0.71,3.25
Chocovic,Spain,478,Sambirano,Madagascar,Trinitario,2010,0.71,3.5
Chocovic,Spain,439,Kendari,,Unknown,2009,0.6,3.25
Chocovic,Spain,439,Tarakan,,Unknown,2009,0.75,3.25
Chocovic,Spain,209,Ocumare,Venezuela,Criollo,2008,0.71,3.5
Chocovic,Spain,117,BolivarGuaranda,Ecuador,ForasteroArriba,2007,0.71,2.5
Chocovic,Spain,117,Guyave,Grenada,Trinitario,2007,0.71,2.5
Chocovic,Spain,117,Maragda,,Blend,2007,0.7,3
Chocovivo,USA,1522,Tabasco,Mexico,Trinitario,2015,0.65,2.5
Chocovivo,USA,1522,Tabasco,Mexico,Trinitario,2015,0.75,2.5
Choklat,Canada,377,Ocumare,Venezuela,Criollo,2009,0.8,2.5
Choklat,Canada,377,PorcelanaTabasco,Mexico,Criollo,2009,0.7,2.75
Choklat,Canada,377,Brazilian,Brazil,Unknown,2009,0.7,3
Choklat,Canada,377,Brazilian,Brazil,Unknown,2009,0.8,3
Choklat,Canada,377,Ocumare,Venezuela,Criollo,2009,0.7,3
ChokolatElotGirard,Martinique,1149,Guadeloupe,Martinique,Unknown,2013,0.42,2.75
Choocsol,Canada,1832,ChiapasLacandonJungleOaxacomMtn,Mexico,Unknown,2016,0.75,3.25
ChristopherMorelFelchlin,Canada,666,MaranonCanyonFortunatoNo4,Peru,ForasteroNacional,2011,0.68,3.75
ChuaoChocolatier,USA,445,Choroni,Venezuela,Criollo,2009,0.61,3
ChuaoChocolatierPralus,USA,486,Chuao,Venezuela,Trinitario,2010,0.77,2.75
ClaudioCorallo,SaoTome,470,TerreiroVelhoP,SaoTomePrincipe,Forastero,2010,0.735,3.75
ClaudioCorallo,SaoTome,209,TerreiroVelhoPwsugarcrystals,SaoTomePrincipe,Forastero,2008,0.8,3
ClaudioCorallo,SaoTome,227,TerreiroVelhoP,SaoTomePrincipe,Forastero,2008,0.75,4
ClaudioCorallo,SaoTome,252,Principe,SaoTomePrincipe,Forastero,2008,1,1
Cloudforest,USA,1486,CaminoVerdePBalaoGuayas2014,Ecuador,Unknown,2015,0.73,3.5
ColemanDavis,USA,1646,Sambirano,Madagascar,Trinitario,2015,0.75,3
CompaniadeChocolateSalgado,Argentina,579,SurdelLago,Venezuela,Unknown,2010,0.7,3.25
CompaniadeChocolateSalgado,Argentina,292,CareneroSuperior,Venezuela,Trinitario,2008,0.8,2.75
CompaniadeChocolateSalgado,Argentina,292,Moxos,Bolivia,Unknown,2008,0.72,3.25
CompaniadeChocolateSalgado,Argentina,292,Ocumare,Venezuela,Criollo,2008,0.7,3.75
CompaniadeChocolateSalgado,Argentina,296,Esmeraldas,Ecuador,ForasteroNacional,2008,0.88,2.75
Condor,USA,1630,CaminoVerde,Ecuador,Unknown,2015,0.76,3.5
Confluence,USA,1916,TienGiang2015batch10216,Vietnam,Trinitario,2016,0.78,2.75
Coppeneur,Germany,1169,EcuadorPuristique,Ecuador,ForasteroNacional,2013,0.65,3.25
Coppeneur,Germany,813,GhanaPuristique,Ghana,Forastero,2012,0.85,3.5
Coppeneur,Germany,817,EcuadorPuristique,Ecuador,Unknown,2012,1,1.5
Coppeneur,Germany,821,UbaBudo,SaoTomePrincipe,Forastero,2012,0.72,3.75
Coppeneur,Germany,959,Madagascar,Madagascar,Trinitario,2012,0.7,3.5
Coppeneur,Germany,470,Grenada,Grenada,Trinitario,2010,0.72,3.25
Coppeneur,Germany,478,Chuao,Venezuela,Trinitario,2010,0.7,3
Coppeneur,Germany,558,LosRiosHIara,Ecuador,Nacional,2010,0.72,2.5
Coppeneur,Germany,558,Trinidad,Trinidad,Trinitario,2010,0.72,3
Coppeneur,Germany,558,Jamaica,Jamaica,Trinitario,2010,0.72,3.25
Coppeneur,Germany,558,Ocumare61,Venezuela,CriolloOcumare61,2010,0.72,3.25
Coppeneur,Germany,341,PorcelanaApotequil,Peru,Criollo,2009,0.72,3
Coppeneur,Germany,445,PorcelanaApotequil,Peru,Criollo,2009,0.62,3.25
Coppeneur,Germany,451,Chuao100hr,Venezuela,CriolloTrinitario,2009,0.7,3.5
Coppeneur,Germany,451,Chuao70hr,Venezuela,CriolloTrinitario,2009,0.7,3.75
Coppeneur,Germany,220,PorcelanaTabascoMexico,Mexico,Criollo,2008,0.72,3
Coppeneur,Germany,220,PorcelanaVenezuela,Venezuela,CriolloPorcelana,2008,0.72,3
Coppeneur,Germany,196,SambiranoMenavaP,Madagascar,Trinitario,2007,0.72,3
CotedOrKraft,Belgium,48,SensationsIntense,,Unknown,2006,0.7,1
Cravve,Australia,1283,NewIreland,PapuaNewGuinea,Forastero,2014,0.7,2.5
Cravve,Australia,1335,Vanuatubatch2410,Vanuatu,Trinitario,2014,0.83,2.75
Cravve,Australia,971,Tanzaniabatcha1,Tanzania,Forastero,2012,0.75,3.25
Cravve,Australia,975,Bahiabatcha1213,Brazil,Trinitario,2012,0.65,3.25
Cravve,Australia,975,NamauVillageNTailevaPbatcha2812,Fiji,Trinitario,2012,0.67,3.25
Cravve,Australia,975,Vanuatu,Vanuatu,Trinitario,2012,0.64,3.25
Cravve,Australia,975,DjualIsland,PapuaNewGuinea,Forastero,2012,0.75,3.5
Creo,USA,1736,heirloomArribaNacional,Ecuador,ForasteroNacional,2016,0.85,3.25
Creo,USA,1736,heirloomArribaNacional,Ecuador,ForasteroNacional,2016,0.73,3.75
Daintree,Australia,1654,GoodmanEstate,Australia,Unknown,2015,0.7,2.75
Daintree,Australia,785,DaintreeEstatesNQueensland,Australia,Unknown,2011,0.7,3.25
Dalloway,USA,1928,DominicanRepublicbatch7,DominicanRepublic,Unknown,2017,0.72,2.75
Damson,UK,1610,RobsonEstate,Trinidad,Trinitario,2015,0.7,3
Damson,UK,1610,LosRios,Ecuador,Unknown,2015,0.7,3.5
Damson,UK,1666,CrayfishBayakaNonParielEstate,Grenada,Unknown,2015,0.7,2.25
Damson,UK,1666,OPayo,Nicaragua,Unknown,2015,0.7,2.75
Dandelion,USA,1816,ZorzalReserva2015HKerchner,,Unknown,2016,0.7,3.75
Dandelion,USA,1446,MayaMtnBreakBarSnark,Belize,Trinitario,2015,0.7,3
Dandelion,USA,1219,MayaMountain,Belize,Trinitario,2014,0.7,3.5
Dandelion,USA,1295,CaminoVerdePBalaoGuayas2013,Ecuador,Unknown,2014,0.7,3.5
Dandelion,USA,1303,Buto,Liberia,Unknown,2014,0.7,2.75
Dandelion,USA,1387,SanFranciscodeMacorisCibaoregion,DominicanRepublic,Unknown,2014,0.7,3.75
Dandelion,USA,1026,CumbotofarmerJoseLugo,Venezuela,Unknown,2013,0.7,2.75
Dandelion,USA,1026,Patanemo,Venezuela,Unknown,2013,0.7,3.25
Dandelion,USA,1085,Mantuano2012,Venezuela,Unknown,2013,0.7,3.5
Dandelion,USA,1153,PapuaNewGuinea,PapuaNewGuinea,Unknown,2013,0.7,3.5
Dandelion,USA,805,Upala,CostaRica,Unknown,2012,0.7,3
Dandelion,USA,805,Colombian,Colombia,Unknown,2012,0.7,3.25
Dandelion,USA,915,Elvesia2011,DominicanRepublic,Unknown,2012,0.7,3.75
Dandelion,USA,654,DominicanRepublic,DominicanRepublic,Unknown,2011,0.7,3.25
Dandelion,USA,654,Madagascar,Madagascar,Trinitario,2011,0.7,3.25
Dandelion,USA,654,Tanzania,Tanzania,Unknown,2011,0.7,3.25
Danta,Guatemala,1223,LosUjuxtes,Guatemala,Unknown,2014,0.82,3.25
Danta,Guatemala,987,Chuao,Venezuela,Trinitario,2012,0.75,3
Danta,Guatemala,987,LosUjuxtes,Guatemala,Unknown,2012,0.7,3.75
Danta,Guatemala,987,Sambirano,Madagascar,Trinitario,2012,0.7,3.75
Danta,Guatemala,987,LasAcaciasE,Guatemala,Criollo,2012,0.7,4
Danta,Guatemala,991,OscuroFincaChimelb,Guatemala,Unknown,2012,0.7,3.25
Danta,Guatemala,661,LosUjuxtes,Guatemala,Unknown,2011,0.6,3.5
Danta,Guatemala,423,LasAcaciasE,Guatemala,Criollo,2009,0.75,3
Danta,Guatemala,423,LasAcaciasE,Guatemala,Criollo,2009,0.6,3.25
DAR,USA,1920,Venezuelabatch122,Venezuela,Unknown,2016,0.72,2.75
DAR,USA,1920,Vietnam,Vietnam,Trinitario,2016,0.72,3
DAR,USA,1920,DUObatch002,EcuadorCostaRica,Unknown,2016,0.7,3.25
DarkForest,USA,1708,Bolivia,Bolivia,Unknown,2016,0.75,3.25
DarkForest,USA,1550,Madagascar,Madagascar,Trinitario,2015,0.7,3
DarkForest,USA,1550,Ocumare,Venezuela,Unknown,2015,0.7,3.25
DarkForest,USA,1554,Tanzania,Tanzania,Unknown,2015,0.7,3
DarkForest,USA,1554,Ecuador,Ecuador,Unknown,2015,0.7,3.25
Davis,USA,1093,Ghana,Ghana,Forastero,2013,0.7,2.5
Davis,USA,1093,Rainforest,DominicanRepublic,Unknown,2013,0.7,2.75
Davis,USA,1093,Venezuela,Venezuela,Unknown,2013,0.7,2.75
Davis,USA,907,WestAfrica,WestAfrica,Forastero,2012,0.58,3.25
DeMendes,Brazil,1462,NativoVarzea,Brazil,Unknown,2015,0.72,3.5
DeMendes,Brazil,1462,SelvagemJari,Brazil,Unknown,2015,0.65,3.5
DeVilliers,SouthAfrica,1832,BundibugyoDistrict,Uganda,Forastero,2016,0.7,2.5
DeVilliers,SouthAfrica,1832,SambiranoValleybatch2477,Madagascar,Unknown,2016,0.7,3
DeanandDelucaBelcolade,USA,170,Madagascar,Madagascar,Trinitario,2007,0.66,2.5
DeanandDelucaBelcolade,USA,175,CostaRica,CostaRica,Unknown,2007,0.64,3
DeanandDelucaBelcolade,USA,175,Ecuador,Ecuador,Unknown,2007,0.71,3
DeanandDelucaBelcolade,USA,175,Ghana,Ghana,Forastero,2007,0.6,3
DeanandDelucaBelcolade,USA,180,PapuaNewGuinea,PapuaNewGuinea,Unknown,2007,0.64,3
DeanandDelucaBelcolade,USA,180,Peru,Peru,Unknown,2007,0.64,3
DebauveGallaisMichelCluizel,France,423,PapuaNewGuinea,PapuaNewGuinea,Unknown,2009,0.64,3
DebauveGallaisMichelCluizel,France,263,Venezuela,Venezuela,Unknown,2008,0.66,3.75
Desbarres,Canada,1916,Kilomberobatch41,Tanzania,Unknown,2016,0.72,2.5
DeVries,USA,241,Bolivian,Bolivia,Unknown,2008,0.8,2.75
DeVries,USA,166,CostaRica,CostaRica,Trinitario,2007,0.77,3.5
DeVries,USA,166,DominicanRepublic,DominicanRepublic,Unknown,2007,0.77,3.5
DickTaylor,USA,1952,LanquinEstate,Guatemala,Unknown,2017,0.7,3.75
DickTaylor,USA,1864,TienGiang,Vietnam,Trinitario,2016,0.78,3.5
DickTaylor,USA,1634,AltoBeniWildHarvestLimitedEd,Bolivia,Unknown,2015,0.7,3.75
DickTaylor,USA,1235,Elvesia,DominicanRepublic,Unknown,2014,0.74,3.5
DickTaylor,USA,1034,EcuadorChocGarageExclusive,Ecuador,Unknown,2013,0.7,3.25
DickTaylor,USA,1193,CaminoVerde,Ecuador,Unknown,2013,0.76,3.5
DickTaylor,USA,895,Bolivia,Bolivia,Unknown,2012,0.75,2.75
DickTaylor,USA,955,Belize,Belize,Trinitario,2012,0.72,2.75
DickTaylor,USA,661,Sambirano,Madagascar,Trinitario,2011,0.8,2.75
DickTaylor,USA,661,Sambirano,Madagascar,Trinitario,2011,0.72,3
DickTaylor,USA,682,Mantuano,Venezuela,Criollo,2011,0.75,2.75
DickTaylor,USA,769,LaRed,DominicanRepublic,Unknown,2011,0.74,3
DickTaylor,USA,769,Ecuador,Ecuador,Unknown,2011,0.7,3.25
DobleBignall,UK,1688,PuertoCabello,Venezuela,Unknown,2015,0.85,3
DobleBignall,UK,1371,PanamaRaven,Panama,Unknown,2014,0.72,3.25
DobleBignall,UK,1371,PuertoCabelloMantuano,Venezuela,Trinitario,2014,0.72,3.25
DobleBignall,UK,1407,Johe,Nicaragua,CriolloTrinitario,2014,0.72,3.5
DoleGuittard,USA,311,OahuNShoreWaialuaEstate,Hawaii,Unknown,2009,0.7,3.75
DolfinBelcolade,Belgium,304,Africa,WestAfrica,Forastero,2008,0.88,3
DolfinBelcolade,Belgium,63,Noir,,Unknown,2006,0.7,1.5
Domori,Italy,1672,HaciendaVictoria,Ecuador,Unknown,2015,0.7,3.75
Domori,Italy,1672,Ocumare77,Venezuela,CriolloOcumare77,2015,0.7,3.75
Domori,Italy,1109,IL100HSanJose,Venezuela,Criollo,2013,1,3
Domori,Italy,863,Morogoro,Tanzania,Unknown,2012,0.7,3.5
Domori,Italy,863,Guasare,Venezuela,Criollo,2012,0.7,3.75
Domori,Italy,693,CanoaboHaciendaSanJose,Venezuela,Criollo,2011,0.7,3.5
Domori,Italy,470,ChuaoHaciendaSanJose,Venezuela,Trinitario,2010,0.7,3
Domori,Italy,227,CarupanoHSanJose,Venezuela,Trinitario,2008,0.7,3
Domori,Italy,272,Teyuna,Colombia,Unknown,2008,0.7,3
Domori,Italy,272,BlendNo1,,Blend,2008,0.78,3.5
Domori,Italy,272,Ilblend,,Blend,2008,0.7,3.75
Domori,Italy,111,Porcelana,Venezuela,CriolloPorcelana,2007,0.7,4
Domori,Italy,129,Ocumare61Puertomar,Venezuela,CriolloOcumare61,2007,0.75,3.25
Domori,Italy,135,Granella,Venezuela,Trinitario,2007,0.6,3.25
Domori,Italy,135,Madagascar,Madagascar,Trinitario,2007,0.7,3.5
Domori,Italy,192,Madagared,Madagascar,Criollo,2007,0.7,3.5
Domori,Italy,192,JavaJavablond,Indonesia,Criollo,2007,0.7,3.75
Domori,Italy,192,Ecuador,Ecuador,ForasteroArriba,2007,0.7,4
Domori,Italy,192,Ocumare67Puertofino,Venezuela,CriolloOcumare67,2007,0.7,4
Domori,Italy,87,SurdelLagoClassificado,Venezuela,Trinitario,2006,0.7,3
Domori,Italy,87,Apurimac,Peru,Trinitario,2006,0.7,3.25
Domori,Italy,87,CareneroSuperior,Venezuela,Trinitario,2006,0.7,3.5
Dormouse,UK,1880,NonParielEstate,Grenada,Trinitario,2016,0.75,2.75
Dormouse,UK,1672,RioCaribeBatch7,Venezuela,Trinitario,2015,0.7,2.5
Dormouse,UK,1676,ColombiaBatch9,Colombia,CriolloTrinitario,2015,0.8,2.75
Dormouse,UK,1676,MadagascarBatch8,Madagascar,CriolloTrinitario,2015,0.77,2.75
Duffys,UK,1662,RioDulceXoco,Guatemala,Criollo,2015,0.7,4
Duffys,UK,1331,ChunoXoco,Nicaragua,Criollo,2014,0.7,3.5
Duffys,UK,1331,RicoRugosoXoco,Nicaragua,Criollo,2014,0.76,3.75
Duffys,UK,923,Ocumare,Venezuela,Unknown,2012,0.72,3.75
Duffys,UK,623,IndioRojoXoco,Honduras,Criollo,2011,0.72,3.75
Duffys,UK,661,DominicanRepublic,DominicanRepublic,Unknown,2011,0.65,3.5
Duffys,UK,697,BocasdelToroTierraOscura,Panama,Unknown,2011,0.72,3
Duffys,UK,697,NicalisoXoco,Nicaragua,Criollo,2011,0.71,3.25
Duffys,UK,765,Ocumare,Venezuela,Unknown,2011,0.71,3.5
Duffys,UK,516,Panama,Panama,Unknown,2010,0.7,3.5
Duffys,UK,516,CorazondelEcuadorCalcetabeans,Ecuador,Unknown,2010,0.72,3.75
Duffys,UK,523,StarofEcuador,Ecuador,Unknown,2010,0.7,2.5
Duffys,UK,523,StarofPeru,Peru,Unknown,2010,0.7,3.75
Dulcinea,USA,1506,DominicanRepublic,DominicanRepublic,Unknown,2015,0.7,3.25
Durand,France,841,Madagascar,Madagascar,Trinitario,2012,0.82,2.75
Durci,USA,1626,MaranonJoyaRara,Peru,ForasteroNacional,2015,0.7,3.5
Durci,USA,1626,RioCaribeTepuiTreasure,Venezuela,Trinitario,2015,0.7,3.5
Durci,USA,1630,TainoSecret,DomincanRepublic,Unknown,2015,0.7,3.25
Durci,USA,1630,CareneroEmpyreanSabor,Venezuela,Trinitario,2015,0.7,3.25
Durci,USA,1630,CoronaArriba,Ecuador,Unknown,2015,0.7,4
EastVanRoasters,Canada,1343,Peru,Peru,Unknown,2014,0.7,3.25
EastVanRoasters,Canada,1343,Madagascar,Madagascar,Trinitario,2014,0.7,3.5
EastVanRoasters,Canada,1343,DominicanRepublic,DominicanRepublic,Unknown,2014,0.7,3.75
EaudeRose,Canada,1812,Tumaco,Colombia,Unknown,2016,0.7,3.25
EaudeRose,Canada,1812,Arauca,Colombia,Unknown,2016,0.7,3.25
EclatFelchlin,USA,919,MaranonGoodEvilwnibs,Peru,ForasteroNacional,2012,0.72,2.75
Edelmond,Germany,1876,Porcelana,Venezuela,Criollo,2016,0.68,3
ElCeibo,Bolivia,709,AltoBeniCovendoRegion,Bolivia,Unknown,2011,0.75,3.75
ElCeibo,Bolivia,252,AltoBeni,Bolivia,Unknown,2008,0.71,2.75
ElRey,Venezuela,1662,SanJoaquin,Venezuela,Unknown,2015,0.7,3.75
ElRey,Venezuela,439,RioCaribeCariaco,Venezuela,Trinitario,2009,0.605,2.75
ElRey,Venezuela,439,RioCaribeMacuro,Venezuela,Trinitario,2009,0.7,3
ElRey,Venezuela,206,CareneroSuperiorApamate,Venezuela,Criollo,2008,0.74,2.5
ElRey,Venezuela,206,CareneroSuperiorBucare,Venezuela,Criollo,2008,0.58,2.5
ElRey,Venezuela,206,CareneroSuperiorMijao,Venezuela,Criollo,2008,0.61,3
ElRey,Venezuela,32,CareneroSuperiorGranSaman,Venezuela,Criollo,2006,0.7,2.75
EmeraldEstate,StLucia,1137,EmeraldEstate,StLucia,Unknown,2013,0.6,2.75
EmeraldEstate,StLucia,1137,EmeraldEstate,StLucia,Unknown,2013,0.7,3.25
Emilys,Japan,1450,Patanemo,Venezuela,Unknown,2015,0.79,3
Emilys,Japan,1454,Peru,Peru,Criollo,2015,0.78,3.5
ENNA,USA,1916,Wampusirpibatch007,Honduras,Unknown,2016,0.75,3.25
EnricRoviraClaudioCorallo,Spain,565,TerreiroVelhoP,SaoTomePrincipe,Forastero,2010,0.8,3.25
ErithajAMorin,France,1205,BenTre,Vietnam,Trinitario,2014,0.7,3.25
ErithajAMorin,France,1209,HamLuong,Vietnam,Trinitario,2014,0.8,3
ErithajAMorin,France,1209,BaLai,Vietnam,Trinitario,2014,0.74,3.25
Escazu,USA,903,RioCaribe,Venezuela,Trinitario,2012,0.7,2.75
Escazu,USA,414,Guapiles,CostaRica,Unknown,2009,0.65,2
Escazu,USA,423,CareneroSuperior,Venezuela,Criollo,2009,0.81,3.5
Escazu,USA,431,CareneroGuapilesOcumareblend,CostRicaVen,Unknown,2009,0.74,2.75
Escazu,USA,252,Ocumare,Venezuela,Criollo,2008,0.72,3
EthelsArtisanMars,USA,666,PeruMadagascar,PeruMadagascar,Unknown,2011,0.55,2.5
EthelsArtisanMars,USA,666,Trinidad,Trinidad,Trinitario,2011,0.55,2.5
EthelsArtisanMars,USA,666,Porcelana,Venezuela,CriolloPorcelana,2011,0.7,2.5
EthelsArtisanMars,USA,666,RedVanilla,,Unknown,2011,0.62,2.75
EthelsArtisanMars,USA,672,VenezuelaTrinidad,VenezuelaTrinidad,Unknown,2011,0.62,2.5
Ethereal,USA,1275,Belize,Belize,Trinitario,2014,0.8,3
